2000, t757, 24, 12, 11, 465, 27, 2000
2000, t257, 22, 12, 9, 631, 27, 2000
2000, t656, 23, 12, 10, 864, 27, 2000
2000, t954, 23, 12, 11, 690, 25, 2000
2000, t728, 23, 12, 10, 1989, 27, 2000
2000, t326, 22, 12, 9, 764, 27, 2000
2000, t513, 23, 12, 10, 893, 27, 2000
2000, t1215, 23, 12, 11, 1953, 25, 2000
2000, t869, 23, 12, 11, 587, 25, 2000
2000, t214, 22, 12, 9, 526, 27, 2000
2000, t80, 20, 12, 7, 183, 27, 2000
2000, t1809, 25, 12, 12, 1980, 27, 2000
2000, t96, 20, 12, 7, 1358, 27, 2000
2000, t1235, 24, 12, 11, 1006, 27, 2000
2000, t1165, 24, 12, 11, 1436, 27, 2000
2000, t1295, 23, 12, 11, 1892, 25, 2000
2000, t1296, 24, 12, 11, 1003, 27, 2000
2000, t910, 24, 12, 11, 1984, 27, 2000
2000, t736, 23, 12, 11, 767, 25, 2000
2000, t947, 23, 12, 11, 735, 25, 2000
2000, t850, 24, 12, 11, 124, 27, 2000
2000, t1927, 25, 12, 12, 1009, 27, 2000
2000, t333, 22, 12, 9, 779, 27, 2000
2000, t1883, 24, 12, 12, 1442, 25, 2000
2000, t970, 23, 12, 11, 686, 25, 2000
2000, t828, 23, 12, 11, 860, 25, 2000
2000, t825, 23, 12, 11, 563, 25, 2000
2000, t2, 15, 12, 2, 1, 27, 2000
2000, t1188, 23, 12, 11, 1271, 25, 2000
2000, t78, 20, 12, 7, 178, 27, 2000
2000, t899, 23, 12, 11, 1488, 25, 2000
2000, t912, 24, 12, 11, 839, 27, 2000
2000, t883, 23, 12, 11, 1246, 25, 2000
2000, t842, 24, 12, 11, 492, 27, 2000
2000, t728, 22, 12, 10, 166, 25, 2000
2000, t1726, 25, 12, 12, 1943, 27, 2000
2000, t614, 22, 12, 10, 1498, 25, 2000
2000, t1099, 23, 12, 11, 1416, 25, 2000
2000, t194, 22, 12, 9, 474, 27, 2000
2000, t915, 23, 12, 11, 1701, 25, 2000
2000, t835, 23, 12, 11, 1846, 25, 2000
2000, t431, 22, 12, 10, 274, 25, 2000
2000, t689, 23, 12, 10, 1031, 27, 2000
2000, t1159, 23, 12, 11, 1991, 25, 2000
2000, t1701, 25, 12, 12, 1786, 27, 2000
2000, t389, 23, 12, 10, 902, 27, 2000
2000, t419, 22, 12, 10, 984, 25, 2000
2000, t481, 23, 12, 10, 518, 27, 2000
2000, t1278, 24, 12, 11, 1685, 27, 2000
2000, t387, 23, 12, 10, 900, 27, 2000
