2000, t1200, 22, 11, 12, 1613, 2000, 22
2000, t486, 22, 11, 11, 223, 2000, 23
2000, t871, 22, 11, 12, 129, 2000, 23
2000, t1824, 23, 11, 13, 1882, 2000, 22
2000, t442, 22, 11, 11, 1515, 2000, 23
2000, t968, 23, 11, 12, 1278, 2000, 24
2000, t129, 19, 11, 9, 420, 2000, 22
2000, t1868, 24, 11, 13, 1868, 2000, 24
2000, t426, 22, 11, 11, 1817, 2000, 24
2000, t591, 21, 11, 11, 1712, 2000, 22
2000, t517, 22, 11, 11, 878, 2000, 24
2000, t1258, 22, 11, 12, 1363, 2000, 23
2000, t347, 21, 11, 10, 1045, 2000, 24
2000, t10, 15, 11, 4, 26, 2000, 24
2000, t1855, 24, 11, 13, 1637, 2000, 24
2000, t727, 22, 11, 11, 480, 2000, 23
2000, t158, 19, 11, 9, 524, 2000, 22
2000, t223, 20, 11, 10, 749, 2000, 22
2000, t1075, 23, 11, 12, 1678, 2000, 23
2000, t1106, 22, 11, 12, 1886, 2000, 22
2000, t537, 22, 11, 11, 217, 2000, 23
2000, t974, 23, 11, 12, 449, 2000, 23
2000, t1348, 23, 11, 12, 1311, 2000, 23
2000, t808, 23, 11, 12, 275, 2000, 23
2000, t832, 23, 11, 12, 914, 2000, 23
2000, t1805, 23, 11, 13, 1754, 2000, 22
2000, t1780, 23, 11, 13, 1133, 2000, 22
2000, t149, 20, 11, 9, 492, 2000, 24
2000, t694, 22, 11, 11, 315, 2000, 23
2000, t606, 21, 11, 11, 556, 2000, 22
2000, t488, 22, 11, 11, 244, 2000, 23
2000, t540, 21, 11, 11, 683, 2000, 23
2000, t415, 21, 11, 11, 1456, 2000, 22
2000, t878, 22, 11, 12, 948, 2000, 23
2000, t841, 23, 11, 12, 531, 2000, 23
2000, t640, 21, 11, 11, 537, 2000, 22
2000, t88, 19, 11, 8, 1602, 2000, 23
2000, t1092, 22, 11, 12, 1123, 2000, 23
2000, t721, 22, 11, 11, 1592, 2000, 24
2000, t218, 21, 11, 10, 733, 2000, 24
2000, t404, 21, 11, 11, 1993, 2000, 23
2000, t312, 20, 11, 10, 1182, 2000, 23
2000, t306, 21, 11, 10, 225, 2000, 24
2000, t1510, 23, 11, 13, 1762, 2000, 23
2000, t601, 22, 11, 11, 1877, 2000, 23
2000, t508, 21, 11, 11, 857, 2000, 22
2000, t349, 20, 11, 10, 1542, 2000, 23
2000, t807, 22, 11, 12, 688, 2000, 22
2000, t1373, 22, 11, 12, 1924, 2000, 23
2000, t489, 21, 11, 11, 1293, 2000, 22
2000, t453, 24, 12, 11, 1987, 2000, 26
2000, t1822, 25, 12, 13, 1809, 2000, 26
2000, t250, 23, 12, 10, 924, 2000, 26
2000, t795, 25, 12, 12, 931, 2000, 26
2000, t152, 21, 12, 9, 1333, 2000, 26
2000, t622, 23, 12, 11, 694, 2000, 26
2000, t480, 23, 12, 11, 232, 2000, 25
2000, t408, 24, 12, 11, 1887, 2000, 27
2000, t668, 23, 12, 11, 328, 2000, 26
2000, t1584, 25, 12, 13, 1095, 2000, 26
2000, t319, 23, 12, 10, 404, 2000, 26
2000, t932, 25, 12, 12, 1590, 2000, 27
2000, t30, 19, 12, 6, 1052, 2000, 27
2000, t1004, 25, 12, 12, 1786, 2000, 26
2000, t50, 19, 12, 7, 1101, 2000, 26
2000, t18, 19, 12, 6, 1030, 2000, 26
2000, t639, 24, 12, 11, 834, 2000, 27
2000, t287, 23, 12, 10, 1632, 2000, 27
2000, t390, 23, 12, 11, 1849, 2000, 25
2000, t1704, 25, 12, 13, 1279, 2000, 26
2000, t398, 24, 12, 11, 1870, 2000, 27
2000, t323, 22, 12, 10, 550, 2000, 25
2000, t352, 23, 12, 10, 1767, 2000, 27
2000, t491, 23, 12, 11, 874, 2000, 26
2000, t716, 23, 12, 11, 249, 2000, 25
2000, t399, 24, 12, 11, 1872, 2000, 27
