4000, t427, 23, 11, 11, 1538, 4000, 25
4000, t1132, 24, 11, 12, 1214, 4000, 25
4000, t1213, 24, 11, 12, 2823, 4000, 24
4000, t1035, 23, 11, 12, 2582, 4000, 24
4000, t56, 19, 11, 8, 1379, 4000, 23
4000, t1067, 23, 11, 12, 2367, 4000, 24
4000, t235, 22, 11, 10, 3473, 4000, 24
4000, t91, 19, 11, 8, 295, 4000, 24
4000, t2908, 25, 11, 13, 3942, 4000, 24
4000, t862, 23, 11, 12, 652, 4000, 23
4000, t1503, 25, 11, 13, 1614, 4000, 24
4000, t1422, 23, 11, 12, 1287, 4000, 23
4000, t2514, 25, 11, 13, 3984, 4000, 25
4000, t190, 21, 11, 10, 626, 4000, 23
4000, t284, 22, 11, 10, 2961, 4000, 24
4000, t11, 17, 11, 5, 1060, 4000, 24
4000, t285, 21, 11, 10, 2969, 4000, 23
4000, t42, 19, 11, 7, 3081, 4000, 25
4000, t1823, 24, 11, 13, 1615, 4000, 23
4000, t312, 21, 11, 10, 3627, 4000, 23
4000, t1583, 24, 11, 13, 3650, 4000, 23
4000, t2259, 24, 11, 13, 3718, 4000, 23
4000, t1931, 24, 11, 13, 1834, 4000, 23
4000, t284, 22, 11, 10, 2961, 4000, 24
4000, t499, 23, 11, 11, 3993, 4000, 25
4000, t308, 22, 11, 10, 686, 4000, 25
4000, t2222, 25, 11, 13, 3324, 4000, 25
4000, t1554, 25, 11, 13, 1164, 4000, 25
4000, t1757, 24, 11, 13, 1487, 4000, 24
4000, t598, 23, 11, 11, 1656, 4000, 25
4000, t698, 22, 11, 11, 1020, 4000, 23
4000, t164, 20, 11, 9, 2127, 4000, 24
4000, t1742, 25, 11, 13, 2120, 4000, 24
4000, t599, 22, 11, 11, 1917, 4000, 24
4000, t840, 23, 11, 12, 855, 4000, 23
4000, t1120, 23, 11, 12, 1945, 4000, 23
4000, t44, 18, 11, 7, 3091, 4000, 23
4000, t944, 24, 11, 12, 2086, 4000, 25
4000, t272, 21, 11, 10, 920, 4000, 24
4000, t341, 21, 11, 10, 2155, 4000, 24
4000, t411, 22, 11, 11, 302, 4000, 23
4000, t1511, 24, 11, 13, 3611, 4000, 24
4000, t910, 24, 11, 12, 628, 4000, 25
4000, t2717, 25, 11, 13, 3145, 4000, 25
4000, t615, 23, 11, 11, 1167, 4000, 25
4000, t1492, 24, 11, 13, 2148, 4000, 24
4000, t71, 19, 11, 8, 3150, 4000, 24
4000, t190, 21, 11, 10, 626, 4000, 23
4000, t507, 22, 11, 11, 98, 4000, 23
4000, t1658, 25, 11, 13, 1126, 4000, 25
4000, t20, 16, 10, 6, 73, 4000, 22
4000, t1606, 23, 10, 13, 2138, 4000, 22
4000, t1838, 24, 10, 13, 2608, 4000, 23
4000, t476, 22, 10, 11, 561, 4000, 23
4000, t210, 21, 10, 10, 776, 4000, 22
4000, t939, 23, 10, 12, 962, 4000, 22
4000, t76, 19, 10, 8, 1160, 4000, 22
4000, t1236, 23, 10, 12, 1428, 4000, 23
4000, t1635, 23, 10, 13, 1726, 4000, 22
4000, t58, 18, 10, 8, 210, 4000, 22
4000, t283, 20, 10, 10, 43, 4000, 22
4000, t340, 21, 10, 10, 425, 4000, 22
4000, t1119, 22, 10, 12, 2958, 4000, 21
4000, t1737, 24, 10, 13, 2805, 4000, 22
4000, t152, 20, 10, 9, 3595, 4000, 22
4000, t2241, 24, 10, 13, 3938, 4000, 23
4000, t381, 21, 10, 11, 184, 4000, 22
4000, t1524, 23, 10, 13, 1965, 4000, 21
4000, t227, 20, 10, 10, 3909, 4000, 21
4000, t168, 20, 10, 9, 632, 4000, 22
4000, t856, 23, 10, 12, 454, 4000, 22
4000, t168, 19, 10, 9, 632, 4000, 22
